,Temperature (K),Concentration A (mol/L),Concentration B (mol/L),Reaction Rate (mol/L·s)
1238,420,0.4,0.9,1691.7856853082087
1239,420,0.4,1.0,1879.759881024361
1240,420,0.5,0.1,234.97197668313046
1241,420,0.5,0.2,469.94345547379714
1242,420,0.5,0.30000000000000004,704.9144363735825
1243,420,0.5,0.4,939.8849193840689
1244,420,0.5,0.5,1174.8549045068391
1245,420,0.5,0.6,1409.8243917434754
1246,420,0.5,0.7000000000000001,1644.7933810955608
1247,420,0.5,0.8,1879.7618725646769
1248,420,0.5,0.9,2114.7298661524064
1249,420,0.5,1.0,2349.697361860332
1250,420,0.6,0.1,281.96607328427825
1251,420,0.6,0.2,563.931549098866
1252,420,0.6,0.30000000000000004,845.896427445662
1253,420,0.6,0.4,1127.8607083265654
1254,420,0.6,0.5,1409.8243917434754
1255,420,0.6,0.6,1691.7874776982908
1256,420,0.6,0.7000000000000001,1973.7499661929107
1257,420,0.6,0.8,2255.7118572292334
1258,420,0.6,0.9,2537.6731508091584
1259,420,0.6,1.0,2819.6338469345847
1260,420,0.7000000000000001,0.1,328.9600703076719
1261,420,0.7000000000000001,0.2,657.9194435688485
1262,420,0.7000000000000001,0.30000000000000004,986.8781197857451
1263,420,0.7000000000000001,0.4,1315.8360989605774
1264,420,0.7000000000000001,0.5,1644.7933810955608
1265,420,0.7000000000000001,0.6,1973.7499661929107
1266,420,0.7000000000000001,0.7000000000000001,2302.7058542548434
1267,420,0.7000000000000001,0.8,2631.661045283573
1268,420,0.7000000000000001,0.9,2960.615539281315
1269,420,0.7000000000000001,1.0,3289.5693362502857
1270,420,0.8,0.1,375.95396775362764
1271,420,0.8,0.2,751.9071388843772
1272,420,0.8,0.30000000000000004,1127.8595133947806
1273,420,0.8,0.4,1503.8110912873697
1274,420,0.8,0.5,1879.7618725646769
1275,420,0.8,0.6,2255.7118572292334
1276,420,0.8,0.7000000000000001,2631.6610452835725
1277,420,0.8,0.8,3007.609436730225
1278,420,0.8,0.9,3383.5570315717223
1279,420,0.8,1.0,3759.503829810598
1280,420,0.9,0.1,422.94776562246216
1281,420,0.9,0.2,845.8946350460855
1282,420,0.9,0.30000000000000004,1268.840608273718
1283,420,0.9,0.4,1691.785685308209
1284,420,0.9,0.5,2114.7298661524064
1285,420,0.9,0.6,2537.6731508091584
1286,420,0.9,0.7000000000000001,2960.615539281315
1287,420,0.9,0.8,3383.5570315717227
1288,420,0.9,0.9,3806.4976276832294
1289,420,0.9,1.0,4229.437327618686
1290,420,1.0,0.1,469.94146391449186
1291,420,1.0,0.2,939.8819320546061
1292,420,1.0,0.30000000000000004,1409.8214044235076
1293,420,1.0,0.4,1879.759881024361
1294,420,1.0,0.5,2349.697361860332
1295,420,1.0,0.6,2819.6338469345847
1296,420,1.0,0.7000000000000001,3289.5693362502857
1297,420,1.0,0.8,3759.503829810598
1298,420,1.0,0.9,4229.437327618686
1299,420,1.0,1.0,4699.369829677717
1300,430,0.1,0.1,77.44202892832757
1301,430,0.1,0.2,154.88384366963805
1302,430,0.1,0.30000000000000004,232.32544422482002
1303,430,0.1,0.4,309.76683059476204
1304,430,0.1,0.5,387.2080027803527
1305,430,0.1,0.6,464.6489607824805
1306,430,0.1,0.7000000000000001,542.0897046020343
1307,430,0.1,0.8,619.5302342399023
1308,430,0.1,0.9,696.9705496969731
1309,430,0.1,1.0,774.4106509741355
1310,430,0.2,0.1,154.88384366963805
1311,430,0.2,0.2,309.76725896642665
1312,430,0.2,0.30000000000000004,464.65024589214306
1313,430,0.2,0.4,619.5328044485643
1314,430,0.2,0.5,774.4149346374676
1315,430,0.2,0.6,929.29663646063
1316,430,0.2,0.7000000000000001,1084.177909919829
1317,430,0.2,0.8,1239.0587550168414
1318,430,0.2,0.9,1393.9391717534438
1319,430,0.2,1.0,1548.8191601314145
1320,430,0.30000000000000004,0.1,232.32544422482002
1321,430,0.30000000000000004,0.2,464.65024589214306
1322,430,0.30000000000000004,0.30000000000000004,696.9744050046348
1323,430,0.30000000000000004,0.4,929.2979215649613
1324,430,0.30000000000000004,0.5,1161.6207955757877
1325,430,0.30000000000000004,0.6,1393.94302703978
1326,430,0.30000000000000004,0.7000000000000001,1626.264615959604
1327,430,0.30000000000000004,0.8,1858.5855623379255
1328,430,0.30000000000000004,0.9,2090.9058661774097
1329,430,0.30000000000000004,1.0,2323.225527480722
1330,430,0.4,0.1,309.76683059476204
1331,430,0.4,0.2,619.5328044485643
1332,430,0.4,0.30000000000000004,929.2979215649613
1333,430,0.4,0.4,1239.0621819475068
1334,430,0.4,0.5,1548.8255855997556
1335,430,0.4,0.6,1858.5881325252615
1336,430,0.4,0.7000000000000001,2168.34982272758
1337,430,0.4,0.8,2478.110656210263
1338,430,0.4,0.9,2787.8706329768665
1339,430,0.4,1.0,3097.6297530309444
1340,430,0.5,0.1,387.2080027803527
1341,430,0.5,0.2,774.4149346374676
1342,430,0.5,0.30000000000000004,1161.6207955757877
1343,430,0.5,0.4,1548.8255855997556
1344,430,0.5,0.5,1936.029304713814
1345,430,0.5,0.6,2323.2319529224064
1346,430,0.5,0.7000000000000001,2710.4335302299755
1347,430,0.5,0.8,3097.6340366409627
1348,430,0.5,0.9,3484.8334721598126
1349,430,0.5,1.0,3872.0318367909663
1350,430,0.6,0.1,464.6489607824805
1351,430,0.6,0.2,929.29663646063
1352,430,0.6,0.30000000000000004,1393.94302703978
1353,430,0.6,0.4,1858.5881325252615
1354,430,0.6,0.5,2323.2319529224064
1355,430,0.6,0.6,2787.8744882365454
1356,430,0.6,0.7000000000000001,3252.515738473011
1357,430,0.6,0.8,3717.155703637133
1358,430,0.6,0.9,4181.794383734243
1359,430,0.6,1.0,4646.431778769673
1360,430,0.7000000000000001,0.1,542.0897046020343
1361,430,0.7000000000000001,0.2,1084.177909919829
1362,430,0.7000000000000001,0.30000000000000004,1626.2646159596043
1363,430,0.7000000000000001,0.4,2168.34982272758
1364,430,0.7000000000000001,0.5,2710.4335302299755
1365,430,0.7000000000000001,0.6,3252.5157384730114
1366,430,0.7000000000000001,0.7000000000000001,3794.5964474629072
1367,430,0.7000000000000001,0.8,4336.675657205883
1368,430,0.7000000000000001,0.9,4878.753367708158
1369,430,0.7000000000000001,1.0,5420.829578975951
1370,430,0.8,0.1,619.5302342399023
1371,430,0.8,0.2,1239.0587550168414
1372,430,0.8,0.30000000000000004,1858.5855623379255
1373,430,0.8,0.4,2478.110656210263
1374,430,0.8,0.5,3097.6340366409627
1375,430,0.8,0.6,3717.155703637133
1376,430,0.8,0.7000000000000001,4336.675657205883
1377,430,0.8,0.8,4956.193897354319
1378,430,0.8,0.9,5575.71042408955
1379,430,0.8,1.0,6195.225237418685
1380,430,0.9,0.1,696.9705496969732
1381,430,0.9,0.2,1393.939171753444
1382,430,0.9,0.30000000000000004,2090.9058661774097
1383,430,0.9,0.4,2787.870632976867
1384,430,0.9,0.5,3484.8334721598126
1385,430,0.9,0.6,4181.794383734244
1386,430,0.9,0.7000000000000001,4878.753367708158
1387,430,0.9,0.8,5575.7104240895505
1388,430,0.9,0.9,6272.665552886419
1389,430,0.9,1.0,6969.61875410676
1390,430,1.0,0.1,774.4106509741355
1391,430,1.0,0.2,1548.8191601314145
1392,430,1.0,0.30000000000000004,2323.225527480722
1393,430,1.0,0.4,3097.6297530309444
1394,430,1.0,0.5,3872.0318367909663
1395,430,1.0,0.6,4646.431778769673
1396,430,1.0,0.7000000000000001,5420.829578975951
1397,430,1.0,0.8,6195.225237418685
1398,430,1.0,0.9,6969.61875410676
1399,430,1.0,1.0,7744.01012904906
1400,440,0.1,0.1,124.75129380727319
1401,440,0.1,0.2,249.50214267850362
1402,440,0.1,0.30000000000000004,374.2525466160716
1403,440,0.1,0.4,499.0025056223573
1404,440,0.1,0.5,623.7520196997414
1405,440,0.1,0.6,748.5010888506039
1406,440,0.1,0.7000000000000001,873.2497130773254
1407,440,0.1,0.8,997.9978923822856
1408,440,0.1,0.9,1122.7456267678651
1409,440,0.1,1.0,1247.4929162364444
1410,440,0.2,0.1,249.50214267850362
1411,440,0.2,0.2,499.0033954880955
1412,440,0.2,0.30000000000000004,748.5037584335362
1413,440,0.2,0.4,998.0032315195863
1414,440,0.2,0.5,1247.5018147510068
1415,440,0.2,0.6,1496.9995081325576
1416,440,0.2,0.7000000000000001,1746.4963116690003
1417,440,0.2,0.8,1995.992225365094
1418,440,0.2,0.9,2245.4872492256004
1419,440,0.2,1.0,2494.981383255279
1420,440,0.30000000000000004,0.1,374.2525466160716
1421,440,0.30000000000000004,0.2,748.5037584335362
1422,440,0.30000000000000004,0.30000000000000004,1122.753635459535
1423,440,0.30000000000000004,0.4,1497.002177701208
1424,440,0.30000000000000004,0.5,1871.2493851656973
1425,440,0.30000000000000004,0.6,2245.495257860143
1426,440,0.30000000000000004,0.7000000000000001,2619.7397957916864
1427,440,0.30000000000000004,0.8,2993.9829989674668
1428,440,0.30000000000000004,0.9,3368.2248673946265
1429,440,0.30000000000000004,1.0,3742.465401080306
1430,440,0.4,0.1,499.0025056223573
1431,440,0.4,0.2,998.0032315195863
1432,440,0.4,0.30000000000000004,1497.002177701208
1433,440,0.4,0.4,1995.999344176743
1434,440,0.4,0.5,2494.9947309557137
1435,440,0.4,0.6,2993.9883380476404
1436,440,0.4,0.7000000000000001,3492.9801654620446
1437,440,0.4,0.8,3991.970213208446
1438,440,0.4,0.9,4490.958481296366
1439,440,0.4,1.0,4989.944969735326
1440,440,0.5,0.1,623.7520196997414
1441,440,0.5,0.2,1247.5018147510068
1442,440,0.5,0.30000000000000004,1871.2493851656973
1443,440,0.5,0.4,2494.9947309557137
1444,440,0.5,0.5,3118.7378521329592
1445,440,0.5,0.6,3742.478748709333
1446,440,0.5,0.7000000000000001,4366.217420696739
1447,440,0.5,0.8,4989.953868107074
1448,440,0.5,0.9,5613.688090952242
1449,440,0.5,1.0,6237.420089244144
1450,440,0.6,0.1,748.501088850604
1451,440,0.6,0.2,1496.9995081325578
1452,440,0.6,0.30000000000000004,2245.495257860143
1453,440,0.6,0.4,2993.988338047641
1454,440,0.6,0.5,3742.478748709333
1455,440,0.6,0.6,4490.966489859501
1456,440,0.6,0.7000000000000001,5239.451561512428
1457,440,0.6,0.8,5987.9339636823925
1458,440,0.6,0.9,6736.4136963836745
1459,440,0.6,1.0,7484.89075963056
1460,440,0.7000000000000001,0.1,873.2497130773255
1461,440,0.7000000000000001,0.2,1746.4963116690005
1462,440,0.7000000000000001,0.30000000000000004,2619.7397957916864
1463,440,0.7000000000000001,0.4,3492.980165462045
1464,440,0.7000000000000001,0.5,4366.217420696739
1465,440,0.7000000000000001,0.6,5239.451561512428
1466,440,0.7000000000000001,0.7000000000000001,6112.682587925777
1467,440,0.7000000000000001,0.8,6985.910499953443
1468,440,0.7000000000000001,0.9,7859.135297612089
1469,440,0.7000000000000001,1.0,8732.356980918377
1470,440,0.8,0.1,997.9978923822856
1471,440,0.8,0.2,1995.992225365094
1472,440,0.8,0.30000000000000004,2993.9829989674668
1473,440,0.8,0.4,3991.970213208446
1474,440,0.8,0.5,4989.953868107074
1475,440,0.8,0.6,5987.933963682392
1476,440,0.8,0.7000000000000001,6985.910499953442
1477,440,0.8,0.8,7983.883476939264
1478,440,0.8,0.9,8981.852894658901
1479,440,0.8,1.0,9979.818753131392
1480,440,0.9,0.1,1122.7456267678651
1481,440,0.9,0.2,2245.4872492256004
1482,440,0.9,0.30000000000000004,3368.2248673946265
1483,440,0.9,0.4,4490.958481296366
1484,440,0.9,0.5,5613.688090952242
1485,440,0.9,0.6,6736.4136963836745
1486,440,0.9,0.7000000000000001,7859.135297612089
1487,440,0.9,0.8,8981.852894658901
1488,440,0.9,0.9,10104.566487545533
1489,440,0.9,1.0,11227.276076293412
1490,440,1.0,0.1,1247.4929162364444
1491,440,1.0,0.2,2494.981383255279
1492,440,1.0,0.30000000000000004,3742.465401080306
1493,440,1.0,0.4,4989.944969735326
1494,440,1.0,0.5,6237.420089244144
1495,440,1.0,0.6,7484.89075963056
1496,440,1.0,0.7000000000000001,8732.356980918377
1497,440,1.0,0.8,9979.818753131392
1498,440,1.0,0.9,11227.276076293412
1499,440,1.0,1.0,12474.728950428236
1500,450,0.1,0.1,196.74797146158124
1501,450,0.1,0.2,393.49504819627145
1502,450,0.1,0.30000000000000004,590.241230210174
1503,450,0.1,0.4,786.9865175093915
1504,450,0.1,0.5,983.730910100028
1505,450,0.1,0.6,1180.474407988186
1506,450,0.1,0.7000000000000001,1377.2170111799685
1507,450,0.1,0.8,1573.9587196814784
1508,450,0.1,0.9,1770.6995334988194
1509,450,0.1,1.0,1967.4394526380931
1510,450,0.2,0.1,393.49504819627145
1511,450,0.2,0.2,786.9883069468987
1512,450,0.2,0.30000000000000004,1180.4797762640878
1513,450,0.2,0.4,1573.9694561600447
1514,450,0.2,0.5,1967.457346646977
1515,450,0.2,0.6,2360.943447737089
1516,450,0.2,0.7000000000000001,2754.427759442588
1517,450,0.2,0.8,3147.910281775679
1518,450,0.2,0.9,3541.3910147485685
1519,450,0.2,1.0,3934.8699583734615
1520,450,0.30000000000000004,0.1,590.241230210174
1521,450,0.30000000000000004,0.2,1180.4797762640878
1522,450,0.30000000000000004,0.30000000000000004,1770.715638180051
1523,450,0.30000000000000004,0.4,2360.9488159763723
1524,450,0.30000000000000004,0.5,2951.179309671362
1525,450,0.30000000000000004,0.6,3541.407119283327
1526,450,0.30000000000000004,0.7000000000000001,4131.632244830579
1527,450,0.30000000000000004,0.8,4721.854686331425
1528,450,0.30000000000000004,0.9,5312.074443804173
1529,450,0.30000000000000004,1.0,5902.291517267132
1530,450,0.4,0.1,786.9865175093915
1531,450,0.4,0.2,1573.9694561600447
1532,450,0.4,0.30000000000000004,2360.9488159763723
1533,450,0.4,0.4,3147.924596982785
1534,450,0.4,0.5,3934.896799203697
1535,450,0.4,0.6,4721.865422663518
1536,450,0.4,0.7000000000000001,5508.830467386661
1537,450,0.4,0.8,6295.791933397537
1538,450,0.4,0.9,7082.749820720558
1539,450,0.4,1.0,7869.704129380133
1540,450,0.5,0.1,983.730910100028
1541,450,0.5,0.2,1967.457346646977
1542,450,0.5,0.30000000000000004,2951.179309671362
1543,450,0.5,0.4,3934.896799203697
1544,450,0.5,0.5,4918.609815274499
1545,450,0.5,0.6,5902.318357914281
1546,450,0.5,0.7000000000000001,6886.022427153557
1547,450,0.5,0.8,7869.722023022842
1548,450,0.5,0.9,8853.417145552652
1549,450,0.5,1.0,9837.107794773496
1550,450,0.6,0.1,1180.474407988186
1551,450,0.6,0.2,2360.943447737089
1552,450,0.6,0.30000000000000004,3541.4071192833276
1553,450,0.6,0.4,4721.865422663518
1554,450,0.6,0.5,5902.318357914281
1555,450,0.6,0.6,7082.76592507223
1556,450,0.6,0.7000000000000001,8263.208124173983
1557,450,0.6,0.8,9443.64495525616
1558,450,0.6,0.9,10624.076418355375
1559,450,0.6,1.0,11804.502513508241
1560,450,0.7000000000000001,0.1,1377.2170111799685
1561,450,0.7000000000000001,0.2,2754.427759442588
1562,450,0.7000000000000001,0.30000000000000004,4131.632244830579
1563,450,0.7000000000000001,0.4,5508.830467386661
1564,450,0.7000000000000001,0.5,6886.022427153557
1565,450,0.7000000000000001,0.6,8263.208124173983
1566,450,0.7000000000000001,0.7000000000000001,9640.387558490665
1567,450,0.7000000000000001,0.8,11017.560730146315
1568,450,0.7000000000000001,0.9,12394.727639183655
1569,450,0.7000000000000001,1.0,13771.8882856454
1570,450,0.8,0.1,1573.9587196814784
1571,450,0.8,0.2,3147.910281775679
1572,450,0.8,0.30000000000000004,4721.854686331425
1573,450,0.8,0.4,6295.791933397537
1574,450,0.8,0.5,7869.722023022842
1575,450,0.8,0.6,9443.64495525616
1576,450,0.8,0.7000000000000001,11017.560730146315
1577,450,0.8,0.8,12591.469347742122
1578,450,0.8,0.9,14165.370808092412
1579,450,0.8,1.0,15739.265111245997
1580,450,0.9,0.1,1770.6995334988196
1581,450,0.9,0.2,3541.391014748569
1582,450,0.9,0.30000000000000004,5312.074443804174
1583,450,0.9,0.4,7082.749820720559
1584,450,0.9,0.5,8853.417145552652
1585,450,0.9,0.6,10624.076418355377
1586,450,0.9,0.7000000000000001,12394.727639183657
1587,450,0.9,0.8,14165.370808092413
1588,450,0.9,0.9,15936.005925136576
1589,450,0.9,1.0,17706.63299037106
1590,450,1.0,0.1,1967.4394526380931
1591,450,1.0,0.2,3934.8699583734615
1592,450,1.0,0.30000000000000004,5902.291517267132
1593,450,1.0,0.4,7869.704129380133
1594,450,1.0,0.5,9837.107794773496
1595,450,1.0,0.6,11804.502513508241
1596,450,1.0,0.7000000000000001,13771.8882856454
1597,450,1.0,0.8,15739.265111245997
1598,450,1.0,0.9,17706.63299037106
1599,450,1.0,1.0,19673.99192308161
1600,460,0.1,0.1,304.20932608046934
1601,460,0.1,0.2,608.4169067723841
1602,460,0.1,0.30000000000000004,912.6227420907655
1603,460,0.1,0.4,1216.8268320506338
1604,460,0.1,0.5,1521.0291766670105
1605,460,0.1,0.6,1825.229775954916
1606,460,0.1,0.7000000000000001,2129.428629929371
1607,460,0.1,0.8,2433.625738605395
1608,460,0.1,0.9,2737.8211019980085
1609,460,0.1,1.0,3042.014720122231
1610,460,0.2,0.1,608.4169067723841
1611,460,0.2,0.2,1216.8303227876872
1612,460,0.2,0.30000000000000004,1825.2402480759513
1613,460,0.2,0.4,2433.6466826672167
1614,460,0.2,0.5,3042.0496265915267
1615,460,0.2,0.6,3650.4490798789216
1616,460,0.2,0.7000000000000001,4258.845042559441
1617,460,0.2,0.8,4867.237514663126
1618,460,0.2,0.9,5475.626496220017
1619,460,0.2,1.0,6084.011987260152
1620,460,0.30000000000000004,0.1,912.6227420907655
1621,460,0.30000000000000004,0.2,1825.2402480759513
1622,460,0.30000000000000004,0.30000000000000004,2737.8525180006204
1623,460,0.30000000000000004,0.4,3650.4595519098325
1624,460,0.30000000000000004,0.5,4563.061349848652
1625,460,0.30000000000000004,0.6,5475.6579118621385
1626,460,0.30000000000000004,0.7000000000000001,6388.249237995354
1627,460,0.30000000000000004,0.8,7300.835328293356
1628,460,0.30000000000000004,0.9,8213.416182801206
1629,460,0.30000000000000004,1.0,9125.991801563961
1630,460,0.4,0.1,1216.8268320506338
1631,460,0.4,0.2,2433.6466826672167
1632,460,0.4,0.30000000000000004,3650.4595519098325
1633,460,0.4,0.4,4867.26543983856
1634,460,0.4,0.5,6084.064346513485
1635,460,0.4,0.6,7300.856271994688
1636,460,0.4,0.7000000000000001,8517.641216342246
1637,460,0.4,0.8,9734.41917961624
1638,460,0.4,0.9,10951.19016187675
1639,460,0.4,1.0,12167.954163183851
1640,460,0.5,0.1,1521.0291766670105
1641,460,0.5,0.2,3042.0496265915267
1642,460,0.5,0.30000000000000004,4563.061349848652
1643,460,0.5,0.4,6084.064346513485
1644,460,0.5,0.5,7605.058616661132
1645,460,0.5,0.6,9126.044160366691
1646,460,0.5,0.7000000000000001,10647.020977705262
1647,460,0.5,0.8,12167.989068751944
1648,460,0.5,0.9,13688.948433581832
1649,460,0.5,1.0,15209.899072270025
1650,460,0.6,0.1,1825.2297759549158
1651,460,0.6,0.2,3650.449079878921
1652,460,0.6,0.30000000000000004,5475.6579118621385
1653,460,0.6,0.4,7300.856271994687
1654,460,0.6,0.5,9126.044160366691
1655,460,0.6,0.6,10951.221577068269
1656,460,0.6,0.7000000000000001,12776.388522189542
1657,460,0.6,0.8,14601.54499582062
1658,460,0.6,0.9,16426.69099805163
1659,460,0.6,1.0,18251.826528972677
1660,460,0.7000000000000001,0.1,2129.428629929371
1661,460,0.7000000000000001,0.2,4258.845042559441
1662,460,0.7000000000000001,0.30000000000000004,6388.249237995354
1663,460,0.7000000000000001,0.4,8517.641216342246
1664,460,0.7000000000000001,0.5,10647.020977705262
1665,460,0.7000000000000001,0.6,12776.388522189542
1666,460,0.7000000000000001,0.7000000000000001,14905.74384990022
1667,460,0.7000000000000001,0.8,17035.08696094243
1668,460,0.7000000000000001,0.9,19164.417855421314
1669,460,0.7000000000000001,1.0,21293.736533442
1670,460,0.8,0.1,2433.625738605395
1671,460,0.8,0.2,4867.237514663126
1672,460,0.8,0.30000000000000004,7300.835328293356
1673,460,0.8,0.4,9734.41917961624
1674,460,0.8,0.5,12167.989068751944
1675,460,0.8,0.6,14601.544995820623
1676,460,0.8,0.7000000000000001,17035.08696094243
1677,460,0.8,0.8,19468.614964237524
1678,460,0.8,0.9,21902.129005826057
1679,460,0.8,1.0,24335.629085828175
1680,460,0.9,0.1,2737.8211019980085
1681,460,0.9,0.2,5475.626496220017
1682,460,0.9,0.30000000000000004,8213.416182801204
1683,460,0.9,0.4,10951.19016187675
1684,460,0.9,0.5,13688.948433581832
1685,460,0.9,0.6,16426.69099805163
1686,460,0.9,0.7000000000000001,19164.417855421314
1687,460,0.9,0.8,21902.129005826057
1688,460,0.9,0.9,24639.82444940103
1689,460,0.9,1.0,27377.504186281403
1690,460,1.0,0.1,3042.014720122231
1691,460,1.0,0.2,6084.011987260152
1692,460,1.0,0.30000000000000004,9125.991801563961
1693,460,1.0,0.4,12167.954163183851
1694,460,1.0,0.5,15209.899072270025
1695,460,1.0,0.6,18251.826528972677
1696,460,1.0,0.7000000000000001,21293.736533442
1697,460,1.0,0.8,24335.629085828175
1698,460,1.0,0.9,27377.504186281403
1699,460,1.0,1.0,30419.361834951866
1700,470,0.1,0.1,461.7224007988858
1701,470,0.1,0.2,923.4414922345513
1702,470,0.1,0.30000000000000004,1385.1572743425763
1703,470,0.1,0.4,1846.8697471585385
1704,470,0.1,0.5,2308.5789107180176
1705,470,0.1,0.6,2770.28476505659
1706,470,0.1,0.7000000000000001,3231.9873102098345
1707,470,0.1,0.8,3693.686546213327
1708,470,0.1,0.9,4155.3824731026425
1709,470,0.1,1.0,4617.075090913359
1710,470,0.2,0.1,923.4414922345513
1711,470,0.2,0.2,1846.876365790101
1712,470,0.2,0.30000000000000004,2770.304620737808
1713,470,0.2,0.4,3693.7262571488272
1714,470,0.2,0.5,4617.141275094316
1715,470,0.2,0.6,5540.549674645429
1716,470,0.2,0.7000000000000001,6463.951455873321
1717,470,0.2,0.8,7387.346618849143
1718,470,0.2,0.9,8310.735163644045
1719,470,0.2,1.0,9234.117090329184
1720,470,0.30000000000000004,0.1,1385.1572743425766
1721,470,0.30000000000000004,0.2,2770.3046207378084
1722,470,0.30000000000000004,0.30000000000000004,4155.442039292432
1723,470,0.30000000000000004,0.4,5540.569530113182
1724,470,0.30000000000000004,0.5,6925.687093306789
1725,470,0.30000000000000004,0.6,8310.794728979985
1726,470,0.30000000000000004,0.7000000000000001,9695.892437239503
1727,470,0.30000000000000004,0.8,11080.980218192066
1728,470,0.30000000000000004,0.9,12466.0580719444
1729,470,0.30000000000000004,1.0,13851.125998603236
1730,470,0.4,0.1,1846.8697471585385
1731,470,0.4,0.2,3693.7262571488272
1732,470,0.4,0.30000000000000004,5540.569530113181
1733,470,0.4,0.4,7387.399566193905
1734,470,0.4,0.5,9234.216365533315
1735,470,0.4,0.6,11081.01992827371
1736,470,0.4,0.7000000000000001,12927.810254557406
1737,470,0.4,0.8,14774.587344526695
1738,470,0.4,0.9,16621.351198323875
1739,470,0.4,1.0,18468.101816091257
1740,470,0.5,0.1,2308.5789107180176
1741,470,0.5,0.2,4617.141275094316
1742,470,0.5,0.30000000000000004,6925.687093306789
1743,470,0.5,0.4,9234.216365533315
1744,470,0.5,0.5,11542.729091951785
1745,470,0.5,0.6,13851.225272740077
1746,470,0.5,0.7000000000000001,16159.704908076072
1747,470,0.5,0.8,18468.167998137644
1748,470,0.5,0.9,20776.614543102663
1749,470,0.5,1.0,23085.04454314901
1750,470,0.6,0.1,2770.2847650565905
1751,470,0.6,0.2,5540.54967464543
1752,470,0.6,0.30000000000000004,8310.794728979985
1753,470,0.6,0.4,11081.019928273712
1754,470,0.6,0.5,13851.225272740077
1755,470,0.6,0.6,16621.410762592528
1756,470,0.6,0.7000000000000001,19391.576398044523
1757,470,0.6,0.8,22161.722179309512
1758,470,0.6,0.9,24931.848106600926
1759,470,0.6,1.0,27701.954180132234
1760,470,0.7000000000000001,0.1,3231.9873102098345
1761,470,0.7000000000000001,0.2,6463.951455873321
1762,470,0.7000000000000001,0.30000000000000004,9695.892437239503
1763,470,0.7000000000000001,0.4,12927.810254557406
1764,470,0.7000000000000001,0.5,16159.704908076072
1765,470,0.7000000000000001,0.6,19391.576398044523
1766,470,0.7000000000000001,0.7000000000000001,22623.424724711793
1767,470,0.7000000000000001,0.8,25855.249888326896
1768,470,0.7000000000000001,0.9,29087.051889138846
1769,470,0.7000000000000001,1.0,32318.830727396667
1770,470,0.8,0.1,3693.686546213327
1771,470,0.8,0.2,7387.346618849143
1772,470,0.8,0.30000000000000004,11080.980218192064
1773,470,0.8,0.4,14774.587344526695
1774,470,0.8,0.5,18468.167998137644
1775,470,0.8,0.6,22161.72217930951
1776,470,0.8,0.7000000000000001,25855.249888326896
1777,470,0.8,0.8,29548.751125474388
1778,470,0.8,0.9,33242.22589103657
1779,470,0.8,1.0,36935.67418529804
1780,470,0.9,0.1,4155.3824731026425
1781,470,0.9,0.2,8310.735163644045
1782,470,0.9,0.30000000000000004,12466.0580719444
1783,470,0.9,0.4,16621.351198323875
1784,470,0.9,0.5,20776.614543102663
1785,470,0.9,0.6,24931.848106600926
1786,470,0.9,0.7000000000000001,29087.051889138846
1787,470,0.9,0.8,33242.22589103657
1788,470,0.9,0.9,37397.370112614255
1789,470,0.9,1.0,41552.48455419207
1790,470,1.0,0.1,4617.075090913359
1791,470,1.0,0.2,9234.117090329184
1792,470,1.0,0.30000000000000004,13851.125998603236
1793,470,1.0,0.4,18468.101816091257
1794,470,1.0,0.5,23085.04454314901
1795,470,1.0,0.6,27701.954180132234
1796,470,1.0,0.7000000000000001,32318.830727396667
1797,470,1.0,0.8,36935.67418529804
1798,470,1.0,0.9,41552.48455419207
1799,470,1.0,1.0,46169.26183443452
1800,480,0.1,0.1,688.7139356190052
1801,480,0.1,0.2,1377.4217615475695
1802,480,0.1,0.30000000000000004,2066.1234778669923
1803,480,0.1,0.4,2754.8190846585717
1804,480,0.1,0.5,3443.5085820036056
1805,480,0.1,0.6,4132.191969983388
1806,480,0.1,0.7000000000000001,4820.869248679213
1807,480,0.1,0.8,5509.540418172375
1808,480,0.1,0.9,6198.205478544162
1809,480,0.1,1.0,6886.864429875867
1810,480,0.2,0.1,1377.4217615475695
1811,480,0.2,0.2,2754.831303822657
1812,480,0.2,0.30000000000000004,4132.22862698786
1813,480,0.2,0.4,5509.613731205769
1814,480,0.2,0.5,6886.986616638981
1815,480,0.2,0.6,8264.34728345008
1816,480,0.2,0.7000000000000001,9641.695731801658
1817,480,0.2,0.8,11019.031961856292
1818,480,0.2,0.9,12396.35597377656
1819,480,0.2,1.0,13773.667767725048
1820,480,0.30000000000000004,0.1,2066.123477866992
1821,480,0.30000000000000004,0.2,4132.228626987859
1822,480,0.30000000000000004,0.30000000000000004,6198.315447606491
1823,480,0.30000000000000004,0.4,8264.383939966776
1824,480,0.30000000000000004,0.5,10330.434104312602
1825,480,0.30000000000000004,0.6,12396.465940887845
1826,480,0.30000000000000004,0.7000000000000001,14462.47944993638
1827,480,0.30000000000000004,0.8,16528.47463170208
1828,480,0.30000000000000004,0.9,18594.45148642881
1829,480,0.30000000000000004,1.0,20660.410014360437
1830,480,0.4,0.1,2754.8190846585717
1831,480,0.4,0.2,5509.613731205769
1832,480,0.4,0.30000000000000004,8264.383939966778
1833,480,0.4,0.4,11019.129711266774
1834,480,0.4,0.5,13773.851045430938
1835,480,0.4,0.6,16528.547942784433
1836,480,0.4,0.7000000000000001,19283.220403652427
1837,480,0.4,0.8,22037.868428360074
